Einkommen,Einfache Steuer Alleinstehende,EAinProzent,Einfache Steuer gemeinsam Steuerpflichtige,EgSinProzent
423’300,35’980.50,8.5000%,35’039.10,8.2776%
423’400,35’989.00,8.5000%,35’049.60,8.2781%
423’500,35’997.50,8.5000%,35’057.90,8.2781%
423’600,36’006.00,8.5000%,35’068.40,8.2787%
423’700,36’014.50,8.5000%,35’076.70,8.2787%
423’800,36’023.00,8.5000%,35’087.20,8.2792%
423’900,36’031.50,8.5000%,35’095.50,8.2792%
424’000,36’040.00,8.5000%,35’106.00,8.2797%
424’100,36’048.50,8.5000%,35’114.30,8.2797%
424’200,36’057.00,8.5000%,35’124.80,8.2802%
424’300,36’065.50,8.5000%,35’133.10,8.2802%
424’400,36’074.00,8.5000%,35’143.60,8.2808%
424’500,36’082.50,8.5000%,35’151.90,8.2808%
424’600,36’091.00,8.5000%,35’162.40,8.2813%
424’700,36’099.50,8.5000%,35’170.70,8.2813%
424’800,36’108.00,8.5000%,35’181.20,8.2818%
424’900,36’116.50,8.5000%,35’189.50,8.2818%
425’000,36’125.00,8.5000%,35’200.00,8.2824%
425’100,36’133.50,8.5000%,35’208.30,8.2824%
425’200,36’142.00,8.5000%,35’218.80,8.2829%
425’300,36’150.50,8.5000%,35’227.10,8.2829%
425’400,36’159.00,8.5000%,35’237.60,8.2834%
425’500,36’167.50,8.5000%,35’245.90,8.2834%
425’600,36’176.00,8.5000%,35’256.40,8.2839%
425’700,36’184.50,8.5000%,35’264.70,8.2839%
425’800,36’193.00,8.5000%,35’275.20,8.2845%
425’900,36’201.50,8.5000%,35’283.50,8.2845%
426’000,36’210.00,8.5000%,35’294.00,8.2850%
426’100,36’218.50,8.5000%,35’302.30,8.2850%
426’200,36’227.00,8.5000%,35’312.80,8.2855%
426’300,36’235.50,8.5000%,35’321.10,8.2855%
426’400,36’244.00,8.5000%,35’331.60,8.2860%
426’500,36’252.50,8.5000%,35’339.90,8.2860%
426’600,36’261.00,8.5000%,35’350.40,8.2865%
426’700,36’269.50,8.5000%,35’358.70,8.2865%
426’800,36’278.00,8.5000%,35’369.20,8.2871%
426’900,36’286.50,8.5000%,35’377.50,8.2871%
427’000,36’295.00,8.5000%,35’388.00,8.2876%
427’100,36’303.50,8.5000%,35’396.30,8.2876%
427’200,36’312.00,8.5000%,35’406.80,8.2881%
427’300,36’320.50,8.5000%,35’415.10,8.2881%
427’400,36’329.00,8.5000%,35’425.60,8.2886%
427’500,36’337.50,8.5000%,35’433.90,8.2886%
427’600,36’346.00,8.5000%,35’444.40,8.2891%
427’700,36’354.50,8.5000%,35’452.70,8.2891%
427’800,36’363.00,8.5000%,35’463.20,8.2897%
427’900,36’371.50,8.5000%,35’471.50,8.2897%
428’000,36’380.00,8.5000%,35’482.00,8.2902%
428’100,36’388.50,8.5000%,35’490.30,8.2902%
428’200,36’397.00,8.5000%,35’500.80,8.2907%
428’300,36’405.50,8.5000%,35’509.10,8.2907%
428’400,36’414.00,8.5000%,35’519.60,8.2912%
428’500,36’422.50,8.5000%,35’527.90,8.2912%
428’600,36’431.00,8.5000%,35’538.40,8.2917%
428’700,36’439.50,8.5000%,35’546.70,8.2917%
428’800,36’448.00,8.5000%,35’557.20,8.2923%
428’900,36’456.50,8.5000%,35’565.50,8.2923%
429’000,36’465.00,8.5000%,35’576.00,8.2928%
429’100,36’473.50,8.5000%,35’584.30,8.2928%
429’200,36’482.00,8.5000%,35’594.80,8.2933%
429’300,36’490.50,8.5000%,35’603.10,8.2933%
429’400,36’499.00,8.5000%,35’613.60,8.2938%
429’500,36’507.50,8.5000%,35’621.90,8.2938%
429’600,36’516.00,8.5000%,35’632.40,8.2943%
429’700,36’524.50,8.5000%,35’640.70,8.2943%
429’800,36’533.00,8.5000%,35’651.20,8.2948%
429’900,36’541.50,8.5000%,35’659.50,8.2948%
430’000,36’550.00,8.5000%,35’670.00,8.2953%
430’100,36’558.50,8.5000%,35’678.30,8.2953%
430’200,36’567.00,8.5000%,35’688.80,8.2959%
430’300,36’575.50,8.5000%,35’697.10,8.2959%
430’400,36’584.00,8.5000%,35’707.60,8.2964%
430’500,36’592.50,8.5000%,35’715.90,8.2964%
430’600,36’601.00,8.5000%,35’726.40,8.2969%
430’700,36’609.50,8.5000%,35’734.70,8.2969%
430’800,36’618.00,8.5000%,35’745.20,8.2974%
430’900,36’626.50,8.5000%,35’753.50,8.2974%
431’000,36’635.00,8.5000%,35’764.00,8.2979%
431’100,36’643.50,8.5000%,35’772.30,8.2979%
431’200,36’652.00,8.5000%,35’782.80,8.2984%
431’300,36’660.50,8.5000%,35’791.10,8.2984%
431’400,36’669.00,8.5000%,35’801.60,8.2989%
431’500,36’677.50,8.5000%,35’809.90,8.2989%
431’600,36’686.00,8.5000%,35’820.40,8.2994%
431’700,36’694.50,8.5000%,35’828.70,8.2994%
431’800,36’703.00,8.5000%,35’839.20,8.3000%
431’900,36’711.50,8.5000%,35’847.50,8.3000%
432’000,36’720.00,8.5000%,35’858.00,8.3005%
432’100,36’728.50,8.5000%,35’866.30,8.3005%
432’200,36’737.00,8.5000%,35’876.80,8.3010%
432’300,36’745.50,8.5000%,35’885.10,8.3010%
432’400,36’754.00,8.5000%,35’895.60,8.3015%
432’500,36’762.50,8.5000%,35’903.90,8.3015%
432’600,36’771.00,8.5000%,35’914.40,8.3020%
432’700,36’779.50,8.5000%,35’922.70,8.3020%
432’800,36’788.00,8.5000%,35’933.20,8.3025%
432’900,36’796.50,8.5000%,35’941.50,8.3025%
433’000,36’805.00,8.5000%,35’952.00,8.3030%
433’100,36’813.50,8.5000%,35’960.30,8.3030%
433’200,36’822.00,8.5000%,35’970.80,8.3035%
433’300,36’830.50,8.5000%,35’979.10,8.3035%
433’400,36’839.00,8.5000%,35’989.60,8.3040%
433’500,36’847.50,8.5000%,35’997.90,8.3040%
433’600,36’856.00,8.5000%,36’008.40,8.3045%
433’700,36’864.50,8.5000%,36’016.70,8.3045%
433’800,36’873.00,8.5000%,36’027.20,8.3050%
433’900,36’881.50,8.5000%,36’035.50,8.3050%
434’000,36’890.00,8.5000%,36’046.00,8.3055%
434’100,36’898.50,8.5000%,36’054.30,8.3055%
434’200,36’907.00,8.5000%,36’064.80,8.3060%
434’300,36’915.50,8.5000%,36’073.10,8.3060%
434’400,36’924.00,8.5000%,36’083.60,8.3065%
434’500,36’932.50,8.5000%,36’091.90,8.3065%
434’600,36’941.00,8.5000%,36’102.40,8.3070%
434’700,36’949.50,8.5000%,36’110.70,8.3070%
434’800,36’958.00,8.5000%,36’121.20,8.3075%
434’900,36’966.50,8.5000%,36’129.50,8.3075%
435’000,36’975.00,8.5000%,36’140.00,8.3080%
435’100,36’983.50,8.5000%,36’148.30,8.3080%
435’200,36’992.00,8.5000%,36’158.80,8.3085%
435’300,37’000.50,8.5000%,36’167.10,8.3085%
435’400,37’009.00,8.5000%,36’177.60,8.3090%
435’500,37’017.50,8.5000%,36’185.90,8.3090%
435’600,37’026.00,8.5000%,36’196.40,8.3096%
435’700,37’034.50,8.5000%,36’204.70,8.3096%
435’800,37’043.00,8.5000%,36’215.20,8.3101%
435’900,37’051.50,8.5000%,36’223.50,8.3101%
436’000,37’060.00,8.5000%,36’234.00,8.3106%
436’100,37’068.50,8.5000%,36’242.30,8.3106%
436’200,37’077.00,8.5000%,36’252.80,8.3110%
436’300,37’085.50,8.5000%,36’261.10,8.3110%
436’400,37’094.00,8.5000%,36’271.60,8.3115%
436’500,37’102.50,8.5000%,36’279.90,8.3115%
436’600,37’111.00,8.5000%,36’290.40,8.3120%
436’700,37’119.50,8.5000%,36’298.70,8.3120%
436’800,37’128.00,8.5000%,36’309.20,8.3125%
436’900,37’136.50,8.5000%,36’317.50,8.3125%
437’000,37’145.00,8.5000%,36’328.00,8.3130%
437’100,37’153.50,8.5000%,36’336.30,8.3130%
437’200,37’162.00,8.5000%,36’346.80,8.3135%
437’300,37’170.50,8.5000%,36’355.10,8.3135%
437’400,37’179.00,8.5000%,36’365.60,8.3140%
437’500,37’187.50,8.5000%,36’373.90,8.3140%
437’600,37’196.00,8.5000%,36’384.40,8.3145%
437’700,37’204.50,8.5000%,36’392.70,8.3145%
437’800,37’213.00,8.5000%,36’403.20,8.3150%
437’900,37’221.50,8.5000%,36’411.50,8.3150%
438’000,37’230.00,8.5000%,36’422.00,8.3155%
438’100,37’238.50,8.5000%,36’430.30,8.3155%
438’200,37’247.00,8.5000%,36’440.80,8.3160%
438’300,37’255.50,8.5000%,36’449.10,8.3160%
438’400,37’264.00,8.5000%,36’459.60,8.3165%
438’500,37’272.50,8.5000%,36’467.90,8.3165%
438’600,37’281.00,8.5000%,36’478.40,8.3170%
438’700,37’289.50,8.5000%,36’486.70,8.3170%
438’800,37’298.00,8.5000%,36’497.20,8.3175%
438’900,37’306.50,8.5000%,36’505.50,8.3175%
439’000,37’315.00,8.5000%,36’516.00,8.3180%
439’100,37’323.50,8.5000%,36’524.30,8.3180%
439’200,37’332.00,8.5000%,36’534.80,8.3185%
439’300,37’340.50,8.5000%,36’543.10,8.3185%
439’400,37’349.00,8.5000%,36’553.60,8.3190%
439’500,37’357.50,8.5000%,36’561.90,8.3190%
439’600,37’366.00,8.5000%,36’572.40,8.3195%
439’700,37’374.50,8.5000%,36’580.70,8.3195%
439’800,37’383.00,8.5000%,36’591.20,8.3200%
439’900,37’391.50,8.5000%,36’599.50,8.3200%
440’000,37’400.00,8.5000%,36’610.00,8.3205%
440’100,37’408.50,8.5000%,36’618.30,8.3205%
440’200,37’417.00,8.5000%,36’628.80,8.3209%
440’300,37’425.50,8.5000%,36’637.10,8.3209%
440’400,37’434.00,8.5000%,36’647.60,8.3214%
440’500,37’442.50,8.5000%,36’655.90,8.3214%
440’600,37’451.00,8.5000%,36’666.40,8.3219%
440’700,37’459.50,8.5000%,36’674.70,8.3219%
440’800,37’468.00,8.5000%,36’685.20,8.3224%
440’900,37’476.50,8.5000%,36’693.50,8.3224%
441’000,37’485.00,8.5000%,36’704.00,8.3229%
441’100,37’493.50,8.5000%,36’712.30,8.3229%
441’200,37’502.00,8.5000%,36’722.80,8.3234%
441’300,37’510.50,8.5000%,36’731.10,8.3234%
441’400,37’519.00,8.5000%,36’741.60,8.3239%
441’500,37’527.50,8.5000%,36’749.90,8.3239%
441’600,37’536.00,8.5000%,36’760.40,8.3244%
441’700,37’544.50,8.5000%,36’768.70,8.3244%
441’800,37’553.00,8.5000%,36’779.20,8.3249%
441’900,37’561.50,8.5000%,36’787.50,8.3249%
442’000,37’570.00,8.5000%,36’798.00,8.3253%
442’100,37’578.50,8.5000%,36’806.35,8.3253%
442’200,37’587.00,8.5000%,36’816.80,8.3258%
442’300,37’595.50,8.5000%,36’825.15,8.3258%
442’400,37’604.00,8.5000%,36’835.60,8.3263%
442’500,37’612.50,8.5000%,36’843.95,8.3263%
442’600,37’621.00,8.5000%,36’854.40,8.3268%
442’700,37’629.50,8.5000%,36’862.75,8.3268%
442’800,37’638.00,8.5000%,36’873.20,8.3273%
442’900,37’646.50,8.5000%,36’881.55,8.3273%
443’000,37’655.00,8.5000%,36’892.00,8.3278%
443’100,37’663.50,8.5000%,36’900.35,8.3278%
443’200,37’672.00,8.5000%,36’910.80,8.3282%
443’300,37’680.50,8.5000%,36’919.15,8.3282%
443’400,37’689.00,8.5000%,36’929.60,8.3287%
443’500,37’697.50,8.5000%,36’937.95,8.3287%
443’600,37’706.00,8.5000%,36’948.40,8.3292%
443’700,37’714.50,8.5000%,36’956.75,8.3292%
443’800,37’723.00,8.5000%,36’967.20,8.3297%
443’900,37’731.50,8.5000%,36’975.55,8.3297%
444’000,37’740.00,8.5000%,36’986.00,8.3302%
444’100,37’748.50,8.5000%,36’994.35,8.3302%
444’200,37’757.00,8.5000%,37’004.80,8.3307%
444’300,37’765.50,8.5000%,37’013.15,8.3307%
444’400,37’774.00,8.5000%,37’023.60,8.3311%
444’500,37’782.50,8.5000%,37’031.95,8.3311%
444’600,37’791.00,8.5000%,37’042.40,8.3316%
444’700,37’799.50,8.5000%,37’050.75,8.3316%
444’800,37’808.00,8.5000%,37’061.20,8.3321%
444’900,37’816.50,8.5000%,37’069.55,8.3321%
445’000,37’825.00,8.5000%,37’080.00,8.3326%
445’100,37’833.50,8.5000%,37’088.35,8.3326%
445’200,37’842.00,8.5000%,37’098.80,8.3331%
445’300,37’850.50,8.5000%,37’107.15,8.3331%
445’400,37’859.00,8.5000%,37’117.60,8.3335%
445’500,37’867.50,8.5000%,37’125.95,8.3335%
445’600,37’876.00,8.5000%,37’136.40,8.3340%
445’700,37’884.50,8.5000%,37’144.75,8.3340%
445’800,37’893.00,8.5000%,37’155.20,8.3345%
445’900,37’901.50,8.5000%,37’163.55,8.3345%
446’000,37’910.00,8.5000%,37’174.00,8.3350%
446’100,37’918.50,8.5000%,37’182.35,8.3350%
446’200,37’927.00,8.5000%,37’192.80,8.3355%
446’300,37’935.50,8.5000%,37’201.15,8.3355%
446’400,37’944.00,8.5000%,37’211.60,8.3359%
446’500,37’952.50,8.5000%,37’219.95,8.3359%
446’600,37’961.00,8.5000%,37’230.40,8.3364%
446’700,37’969.50,8.5000%,37’238.75,8.3364%
446’800,37’978.00,8.5000%,37’249.20,8.3369%
446’900,37’986.50,8.5000%,37’257.55,8.3369%
447’000,37’995.00,8.5000%,37’268.00,8.3374%
447’100,38’003.50,8.5000%,37’276.35,8.3374%
447’200,38’012.00,8.5000%,37’286.80,8.3378%
447’300,38’020.50,8.5000%,37’295.15,8.3378%
447’400,38’029.00,8.5000%,37’305.60,8.3383%
447’500,38’037.50,8.5000%,37’313.95,8.3383%
447’600,38’046.00,8.5000%,37’324.40,8.3388%
447’700,38’054.50,8.5000%,37’332.75,8.3388%
447’800,38’063.00,8.5000%,37’343.20,8.3393%
447’900,38’071.50,8.5000%,37’351.55,8.3393%
448’000,38’080.00,8.5000%,37’362.00,8.3397%
448’100,38’088.50,8.5000%,37’370.35,8.3397%
448’200,38’097.00,8.5000%,37’380.80,8.3402%
448’300,38’105.50,8.5000%,37’389.15,8.3402%
448’400,38’114.00,8.5000%,37’399.60,8.3407%
448’500,38’122.50,8.5000%,37’407.95,8.3407%
448’600,38’131.00,8.5000%,37’418.40,8.3412%
448’700,38’139.50,8.5000%,37’426.75,8.3412%
448’800,38’148.00,8.5000%,37’437.20,8.3416%
448’900,38’156.50,8.5000%,37’445.55,8.3416%
449’000,38’165.00,8.5000%,37’456.00,8.3421%
449’100,38’173.50,8.5000%,37’464.35,8.3421%
449’200,38’182.00,8.5000%,37’474.80,8.3426%
449’300,38’190.50,8.5000%,37’483.15,8.3426%
449’400,38’199.00,8.5000%,37’493.60,8.3430%
449’500,38’207.50,8.5000%,37’501.95,8.3430%
449’600,38’216.00,8.5000%,37’512.40,8.3435%
449’700,38’224.50,8.5000%,37’520.75,8.3435%
449’800,38’233.00,8.5000%,37’531.20,8.3440%
449’900,38’241.50,8.5000%,37’539.55,8.3440%
450’000,38’250.00,8.5000%,37’550.00,8.3444%
450’100,38’258.50,8.5000%,37’558.35,8.3444%
450’200,38’267.00,8.5000%,37’568.80,8.3449%
450’300,38’275.50,8.5000%,37’577.15,8.3449%
450’400,38’284.00,8.5000%,37’587.60,8.3454%
450’500,38’292.50,8.5000%,37’595.95,8.3454%
450’600,38’301.00,8.5000%,37’606.40,8.3458%
450’700,38’309.50,8.5000%,37’614.75,8.3458%
450’800,38’318.00,8.5000%,37’625.20,8.3463%
450’900,38’326.50,8.5000%,37’633.55,8.3463%
451’000,38’335.00,8.5000%,37’644.00,8.3468%
451’100,38’343.50,8.5000%,37’652.35,8.3468%
451’200,38’352.00,8.5000%,37’662.80,8.3473%
451’300,38’360.50,8.5000%,37’671.15,8.3473%
451’400,38’369.00,8.5000%,37’681.60,8.3477%
451’500,38’377.50,8.5000%,37’689.95,8.3477%
451’600,38’386.00,8.5000%,37’700.40,8.3482%
451’700,38’394.50,8.5000%,37’708.75,8.3482%
451’800,38’403.00,8.5000%,37’719.20,8.3486%
451’900,38’411.50,8.5000%,37’727.55,8.3486%
452’000,38’420.00,8.5000%,37’738.00,8.3491%
452’100,38’428.50,8.5000%,37’746.35,8.3491%
452’200,38’437.00,8.5000%,37’756.80,8.3496%
452’300,38’445.50,8.5000%,37’765.15,8.3496%
452’400,38’454.00,8.5000%,37’775.60,8.3500%
452’500,38’462.50,8.5000%,37’783.95,8.3500%
452’600,38’471.00,8.5000%,37’794.40,8.3505%
452’700,38’479.50,8.5000%,37’802.75,8.3505%
452’800,38’488.00,8.5000%,37’813.20,8.3510%
452’900,38’496.50,8.5000%,37’821.55,8.3510%
453’000,38’505.00,8.5000%,37’832.00,8.3514%
453’100,38’513.50,8.5000%,37’840.35,8.3514%
453’200,38’522.00,8.5000%,37’850.80,8.3519%
453’300,38’530.50,8.5000%,37’859.15,8.3519%
453’400,38’539.00,8.5000%,37’869.60,8.3524%
453’500,38’547.50,8.5000%,37’877.95,8.3524%
453’600,38’556.00,8.5000%,37’888.40,8.3528%
453’700,38’564.50,8.5000%,37’896.75,8.3528%
453’800,38’573.00,8.5000%,37’907.20,8.3533%
453’900,38’581.50,8.5000%,37’915.55,8.3533%
454’000,38’590.00,8.5000%,37’926.00,8.3537%
454’100,38’598.50,8.5000%,37’934.35,8.3537%
454’200,38’607.00,8.5000%,37’944.80,8.3542%
454’300,38’615.50,8.5000%,37’953.15,8.3542%
454’400,38’624.00,8.5000%,37’963.60,8.3547%
454’500,38’632.50,8.5000%,37’971.95,8.3547%
454’600,38’641.00,8.5000%,37’982.40,8.3551%
454’700,38’649.50,8.5000%,37’990.75,8.3551%
454’800,38’658.00,8.5000%,38’001.20,8.3556%
454’900,38’666.50,8.5000%,38’009.55,8.3556%
455’000,38’675.00,8.5000%,38’020.00,8.3560%
455’100,38’683.50,8.5000%,38’028.35,8.3560%
455’200,38’692.00,8.5000%,38’038.80,8.3565%
455’300,38’700.50,8.5000%,38’047.15,8.3565%
455’400,38’709.00,8.5000%,38’057.60,8.3570%
455’500,38’717.50,8.5000%,38’065.95,8.3570%
455’600,38’726.00,8.5000%,38’076.40,8.3574%
455’700,38’734.50,8.5000%,38’084.75,8.3574%
455’800,38’743.00,8.5000%,38’095.20,8.3579%
455’900,38’751.50,8.5000%,38’103.55,8.3579%
456’000,38’760.00,8.5000%,38’114.00,8.3583%
456’100,38’768.50,8.5000%,38’122.35,8.3583%
456’200,38’777.00,8.5000%,38’132.80,8.3588%
456’300,38’785.50,8.5000%,38’141.15,8.3588%
456’400,38’794.00,8.5000%,38’151.60,8.3592%
456’500,38’802.50,8.5000%,38’159.95,8.3592%
456’600,38’811.00,8.5000%,38’170.40,8.3597%
456’700,38’819.50,8.5000%,38’178.75,8.3597%
456’800,38’828.00,8.5000%,38’189.20,8.3602%
456’900,38’836.50,8.5000%,38’197.55,8.3602%
457’000,38’845.00,8.5000%,38’208.00,8.3606%
457’100,38’853.50,8.5000%,38’216.35,8.3606%
457’200,38’862.00,8.5000%,38’226.80,8.3611%
457’300,38’870.50,8.5000%,38’235.15,8.3611%
457’400,38’879.00,8.5000%,38’245.60,8.3615%
457’500,38’887.50,8.5000%,38’253.95,8.3615%
457’600,38’896.00,8.5000%,38’264.40,8.3620%
457’700,38’904.50,8.5000%,38’272.75,8.3620%
457’800,38’913.00,8.5000%,38’283.20,8.3624%
457’900,38’921.50,8.5000%,38’291.55,8.3624%
458’000,38’930.00,8.5000%,38’302.00,8.3629%
458’100,38’938.50,8.5000%,38’310.35,8.3629%
458’200,38’947.00,8.5000%,38’320.80,8.3633%
458’300,38’955.50,8.5000%,38’329.15,8.3633%
458’400,38’964.00,8.5000%,38’339.60,8.3638%
458’500,38’972.50,8.5000%,38’347.95,8.3638%
458’600,38’981.00,8.5000%,38’358.40,8.3642%
458’700,38’989.50,8.5000%,38’366.75,8.3642%
458’800,38’998.00,8.5000%,38’377.20,8.3647%
458’900,39’006.50,8.5000%,38’385.55,8.3647%
459’000,39’015.00,8.5000%,38’396.00,8.3651%
459’100,39’023.50,8.5000%,38’404.35,8.3651%
459’200,39’032.00,8.5000%,38’414.80,8.3656%
459’300,39’040.50,8.5000%,38’423.15,8.3656%
459’400,39’049.00,8.5000%,38’433.60,8.3660%
459’500,39’057.50,8.5000%,38’441.95,8.3660%
459’600,39’066.00,8.5000%,38’452.40,8.3665%
459’700,39’074.50,8.5000%,38’460.75,8.3665%
459’800,39’083.00,8.5000%,38’471.20,8.3669%
459’900,39’091.50,8.5000%,38’479.55,8.3669%
460’000,39’100.00,8.5000%,38’490.00,8.3674%
460’100,39’108.50,8.5000%,38’498.35,8.3674%
460’200,39’117.00,8.5000%,38’508.80,8.3678%
460’300,39’125.50,8.5000%,38’517.15,8.3678%
460’400,39’134.00,8.5000%,38’527.60,8.3683%
460’500,39’142.50,8.5000%,38’535.95,8.3683%
460’600,39’151.00,8.5000%,38’546.40,8.3687%
460’700,39’159.50,8.5000%,38’554.75,8.3687%
460’800,39’168.00,8.5000%,38’565.20,8.3692%
460’900,39’176.50,8.5000%,38’573.55,8.3692%
461’000,39’185.00,8.5000%,38’584.00,8.3696%
461’100,39’193.50,8.5000%,38’592.35,8.3696%
461’200,39’202.00,8.5000%,38’602.80,8.3701%
461’300,39’210.50,8.5000%,38’611.15,8.3701%
461’400,39’219.00,8.5000%,38’621.60,8.3705%
461’500,39’227.50,8.5000%,38’629.95,8.3705%
461’600,39’236.00,8.5000%,38’640.40,8.3710%
461’700,39’244.50,8.5000%,38’648.75,8.3710%
461’800,39’253.00,8.5000%,38’659.20,8.3714%
461’900,39’261.50,8.5000%,38’667.55,8.3714%
462’000,39’270.00,8.5000%,38’678.00,8.3719%
462’100,39’278.50,8.5000%,38’686.35,8.3719%
462’200,39’287.00,8.5000%,38’696.80,8.3723%
462’300,39’295.50,8.5000%,38’705.15,8.3723%
462’400,39’304.00,8.5000%,38’715.60,8.3728%
462’500,39’312.50,8.5000%,38’723.95,8.3728%
462’600,39’321.00,8.5000%,38’734.40,8.3732%
462’700,39’329.50,8.5000%,38’742.75,8.3732%
462’800,39’338.00,8.5000%,38’753.20,8.3736%
462’900,39’346.50,8.5000%,38’761.55,8.3736%
463’000,39’355.00,8.5000%,38’772.00,8.3741%
463’100,39’363.50,8.5000%,38’780.35,8.3741%
463’200,39’372.00,8.5000%,38’790.80,8.3745%
463’300,39’380.50,8.5000%,38’799.15,8.3745%
463’400,39’389.00,8.5000%,38’809.60,8.3750%
463’500,39’397.50,8.5000%,38’817.95,8.3750%
463’600,39’406.00,8.5000%,38’828.40,8.3754%
463’700,39’414.50,8.5000%,38’836.80,8.3754%
463’800,39’423.00,8.5000%,38’847.20,8.3759%
463’900,39’431.50,8.5000%,38’855.60,8.3759%
464’000,39’440.00,8.5000%,38’866.00,8.3763%
464’100,39’448.50,8.5000%,38’874.40,8.3763%
464’200,39’457.00,8.5000%,38’884.80,8.3767%
464’300,39’465.50,8.5000%,38’893.20,8.3767%
464’400,39’474.00,8.5000%,38’903.60,8.3772%
464’500,39’482.50,8.5000%,38’912.00,8.3772%
464’600,39’491.00,8.5000%,38’922.40,8.3776%
464’700,39’499.50,8.5000%,38’930.80,8.3776%
464’800,39’508.00,8.5000%,38’941.20,8.3781%
464’900,39’516.50,8.5000%,38’949.60,8.3781%
465’000,39’525.00,8.5000%,38’960.00,8.3785%
465’100,39’533.50,8.5000%,38’968.40,8.3785%
465’200,39’542.00,8.5000%,38’978.80,8.3789%
465’300,39’550.50,8.5000%,38’987.20,8.3789%
465’400,39’559.00,8.5000%,38’997.60,8.3794%
465’500,39’567.50,8.5000%,39’006.00,8.3794%
465’600,39’576.00,8.5000%,39’016.40,8.3798%
465’700,39’584.50,8.5000%,39’024.80,8.3798%
465’800,39’593.00,8.5000%,39’035.20,8.3802%
465’900,39’601.50,8.5000%,39’043.60,8.3802%
466’000,39’610.00,8.5000%,39’054.00,8.3807%
466’100,39’618.50,8.5000%,39’062.40,8.3807%
466’200,39’627.00,8.5000%,39’072.80,8.3811%
466’300,39’635.50,8.5000%,39’081.20,8.3811%
466’400,39’644.00,8.5000%,39’091.60,8.3816%
466’500,39’652.50,8.5000%,39’100.00,8.3816%
466’600,39’661.00,8.5000%,39’110.40,8.3820%
466’700,39’669.50,8.5000%,39’118.80,8.3820%
466’800,39’678.00,8.5000%,39’129.20,8.3824%
466’900,39’686.50,8.5000%,39’137.60,8.3824%
467’000,39’695.00,8.5000%,39’148.00,8.3829%
467’100,39’703.50,8.5000%,39’156.40,8.3829%
467’200,39’712.00,8.5000%,39’166.80,8.3833%
467’300,39’720.50,8.5000%,39’175.20,8.3833%
467’400,39’729.00,8.5000%,39’185.60,8.3837%
467’500,39’737.50,8.5000%,39’194.00,8.3837%
467’600,39’746.00,8.5000%,39’204.40,8.3842%
467’700,39’754.50,8.5000%,39’212.80,8.3842%
467’800,39’763.00,8.5000%,39’223.20,8.3846%
467’900,39’771.50,8.5000%,39’231.60,8.3846%
468’000,39’780.00,8.5000%,39’242.00,8.3850%
468’100,39’788.50,8.5000%,39’250.40,8.3850%
468’200,39’797.00,8.5000%,39’260.80,8.3855%
468’300,39’805.50,8.5000%,39’269.20,8.3855%
468’400,39’814.00,8.5000%,39’279.60,8.3859%
468’500,39’822.50,8.5000%,39’288.00,8.3859%
468’600,39’831.00,8.5000%,39’298.40,8.3863%
468’700,39’839.50,8.5000%,39’306.80,8.3863%
468’800,39’848.00,8.5000%,39’317.20,8.3868%
468’900,39’856.50,8.5000%,39’325.60,8.3868%
469’000,39’865.00,8.5000%,39’336.00,8.3872%
469’100,39’873.50,8.5000%,39’344.40,8.3872%
469’200,39’882.00,8.5000%,39’354.80,8.3876%
469’300,39’890.50,8.5000%,39’363.20,8.3876%
469’400,39’899.00,8.5000%,39’373.60,8.3881%
469’500,39’907.50,8.5000%,39’382.00,8.3881%
469’600,39’916.00,8.5000%,39’392.40,8.3885%
469’700,39’924.50,8.5000%,39’400.80,8.3885%
469’800,39’933.00,8.5000%,39’411.20,8.3889%
469’900,39’941.50,8.5000%,39’419.60,8.3889%
470’000,39’950.00,8.5000%,39’430.00,8.3894%
470’100,39’958.50,8.5000%,39’438.40,8.3894%
470’200,39’967.00,8.5000%,39’448.80,8.3898%
470’300,39’975.50,8.5000%,39’457.20,8.3898%
470’400,39’984.00,8.5000%,39’467.60,8.3902%
470’500,39’992.50,8.5000%,39’476.00,8.3902%
470’600,40’001.00,8.5000%,39’486.40,8.3907%
470’700,40’009.50,8.5000%,39’494.80,8.3907%
470’800,40’018.00,8.5000%,39’505.20,8.3911%
470’900,40’026.50,8.5000%,39’513.60,8.3911%
471’000,40’035.00,8.5000%,39’524.00,8.3915%
471’100,40’043.50,8.5000%,39’532.40,8.3915%
471’200,40’052.00,8.5000%,39’542.80,8.3919%
471’300,40’060.50,8.5000%,39’551.20,8.3919%
471’400,40’069.00,8.5000%,39’561.60,8.3924%
471’500,40’077.50,8.5000%,39’570.00,8.3924%
471’600,40’086.00,8.5000%,39’580.40,8.3928%
471’700,40’094.50,8.5000%,39’588.80,8.3928%
471’800,40’103.00,8.5000%,39’599.20,8.3932%
471’900,40’111.50,8.5000%,39’607.60,8.3932%
472’000,40’120.00,8.5000%,39’618.00,8.3936%
472’100,40’128.50,8.5000%,39’626.40,8.3936%
472’200,40’137.00,8.5000%,39’636.80,8.3941%
472’300,40’145.50,8.5000%,39’645.20,8.3941%
472’400,40’154.00,8.5000%,39’655.60,8.3945%
472’500,40’162.50,8.5000%,39’664.00,8.3945%
472’600,40’171.00,8.5000%,39’674.40,8.3949%
472’700,40’179.50,8.5000%,39’682.80,8.3949%
472’800,40’188.00,8.5000%,39’693.20,8.3953%
472’900,40’196.50,8.5000%,39’701.60,8.3953%
